
2015-02-22 05:01:43,@GotToBelieveFP they're all so pretty but the best si kathryn &amp; liza !!
2015-02-22 05:01:43,why did it have to end #BTStour 💙🎶💦 @boootaylicious @reneeindelicato @jessicazelenka @ the thirst… http://t.co/YACWGfaKdT
2015-02-22 05:01:39,Wishing I was with my family right now...@j_grubl1 @b_grubl @Jonnyboyy10 @KLubiniecki @Lorita_Marie @Bernacet219 missing the 219..
2015-02-22 05:01:38,@skoolboithug 💂 this emoji looks like him minus the hair and facial hair
2015-02-22 05:01:34,Hey @the_skins_! You're playing a show on my birthday! @BeingBayli @daisyspencer
2015-02-22 05:01:31,The first person was short but down to Earth like the Rivers and the sky her eyes was shined like clear full night
2015-02-22 05:01:29,Good birthday!  I got the girl I wanted!  Holler :)
2015-02-22 05:01:23,@AdoreRay__ 😭😭😭 I'll end up eating the noddles 😩
2015-02-22 05:01:17,"My nigga @MacNamedReem he whip it 
I ride in the passenger"
2015-02-22 05:01:13,Helmet. #Betty @ The Bowery Ballroom http://t.co/iIeBJZbvTN
2015-02-22 05:01:13,Really love the song de Camila // Este momento 🌸 🎶
2015-02-22 05:01:12,@tharealbrendan makin the ladies go wild #csd90s #crazysinceda90s #unionhallbk #90sparty @ Union Hall http://t.co/JcpeQgqmc8
2015-02-22 05:01:10,Done off the whiskey time to roll up
2015-02-22 05:01:08,"🎶Boys want what they can't have
So I don't text back when the screen flash🎶"
2015-02-22 05:01:05,Brunch with http://t.co/5n8ntmr0GL ❤️ @ LAVO NYC http://t.co/hXrauPd6jR
2015-02-22 05:00:55,@SHRKTournaments what time is the Ultimate Team Tm?
2015-02-22 05:00:49,Only my crew can pull me out oin the snow... @chefroble thank you for a wonderful meal 🍴🍷streetsbk… http://t.co/YNazgkozjR
2015-02-22 05:00:49,"A Lovers Path Warms The Heart, Take My Hand, Let's Never Part. #winterstroll #nyc #wintersstory #snow… http://t.co/nxgYYo0u54"
2015-02-22 05:00:44,@Cmonyeespurs serious lack of wickets on the twitter feed! I see Parnell is playing...who did he replace?
2015-02-22 05:00:39,“@IoIing: Kanye seems like the kind of guy that would unplug you from life support so he can charge his phone” @dmercc
2015-02-22 05:00:35,"@daniellejdougs thank you the bar was going nuts, I feel like a true Dj ha hahahah"
2015-02-22 05:00:35,😏 with @jessaylightt @ The Skylark http://t.co/xBi7N6FUxN
2015-02-22 05:00:27,"#BlackHistoryMonth : Today's ""BLACK KING"" goes out to the King of the ReeeeeMix, to say the… http://t.co/iNCHveCdUN"
2015-02-22 05:00:25,"The Oscars - viewing party at G Lounge. 
Free Popcorn will be served.  

#Repost @ladygaga with… http://t.co/d0PkHbPjfC"
2015-02-22 05:00:17,"@WhatupKenny @ThaiCaliber @KenKillings @StrickSkin Ok, I forgot that because of the way Infinite Crisis left my jaw dropped."
2015-02-22 05:00:09,Congrats to @SavingEJ David Deseroches ex of @DarienTimes now at @wnpr for being named Reporter of The Year for a 2nd yr in a row by NENA
2015-02-22 05:00:09,Brooklyn Teen Makes Catch Of A Lifetime While On Hawaiian Vacation: It was a battle on the open seas as a teenager… http://t.co/XzGomgdPAl
2015-02-22 05:00:08,Hope I get the chance to go to another concert this summer..
2015-02-22 04:59:58,"we been thru the worst😔, made it thru the weather☔ . our problems and pain😪, but love don't change💙💯"
2015-02-22 04:59:55,Feel I've really done the UK proud today in seeing to the Americans at their own game #icaneatasmuchasyoucan 🍴
2015-02-22 04:59:54,@dusdg yes but it was only tweeting a link to a site for the pic before. Now it's tweeting the pic as well. Awesome
2015-02-22 04:59:52,So @glittermess found this analog pic of me &amp; my first ever Hedwig. Dec1999 at the Fonda Theatre in LA. @cerveris http://t.co/5w5dBw4jc3
2015-02-22 04:59:50,“@ShivanieDhamija: “@Iifepost: When the whole squad is beyoncé af http://t.co/sbeCq1RtGx” @samsblen @Arianaa_mariaa” YESSSSSS
2015-02-22 04:59:50,Never read the book but I thought 50 shades was straight garbage #free #online #illegal #movies
2015-02-22 04:59:49,My mom knowsi got the munchies lol
2015-02-22 04:59:41,@abaiers @FOXTV oh how I long to see the Kindred once again. 😔#RenewSleepyHollow #SleepySlumberParty
2015-02-22 04:59:39,the comments niggas be leavin on world star videos be havin me dyin
2015-02-22 04:59:33,Can't concentrate because of the best stream on YouTube @SICnanigans @fullOanime http://t.co/WBmlo30dJB
2015-02-22 04:59:24,"Ahhhhhhhh! (@ The Eagle in New York, NY) https://t.co/0KlGNfNBPP"
2015-02-22 04:59:22,"@XTINACUNTY it is, just like heterosexuality. 50% of the world is bisexual, society just covers it up."
2015-02-22 04:59:21,"😎😎
you're SUCH a sweet heart 😩 imu and the court"
2015-02-22 04:59:20,The loft 🎥🙌
2015-02-22 04:59:07,"@ThaiCaliber @WhatupKenny @KenKillings @StrickSkin 52, an actual 52 issue DC Event that pretty much kicked off the Crisis Books. Weekly."
2015-02-22 04:59:04,"The start of something new! (@ French Roast - @tourdefrancenyc in New York, NY) https://t.co/Q28leGPe5Z"
2015-02-22 04:59:03,"I didn't know telling the truth would start this😁, but I can't complain successful night🙇😂😂"
2015-02-22 04:58:56,The 21st century has programmed my brain to think that subtweeting is an appropriate outlet for refraining from texting cute boys
2015-02-22 04:58:52,@inspirashawn YOUR GOING TO THE MOHEGAN SUN CONCERT?!?!!
2015-02-22 04:58:48,That final performance scene in the movie Whiplash #masteringyourcraft
2015-02-22 04:58:37,"@Andres_h__ here we go with the ""youre beautiful, hmu sometime bae😍💕"""
2015-02-22 04:58:34,"NYPD Police Museum, this is the original 1St PCT #NYPD #NYPDHistory #NYPDMuseum @ NYPD Police Museum,… http://t.co/O6ar3NLyzQ"
2015-02-22 04:58:34,"🌸💖
I'm excited for the summer again 💪 ily princess"
2015-02-22 04:58:33,@dannyjnatale saw the video I sent you on snap? 😍
2015-02-22 04:58:31,"According to shea butter Twitter, female is only for plants and animals. ""@freelunchbob: So women &amp; females aren't the same thing?"""
2015-02-22 04:58:28,"We gonna have the ultimate receiver core this season , kyy Amari Cooper , &amp; I'm Kevin White 🍴🏈😌✊"
2015-02-22 04:58:26,I don't forget for a second where I came from and I know exactly where I wanna go. My dream is still the same dream since 13 I'm gon get it
2015-02-22 04:58:21,BUT GABE GON BE THE FIRST ONE TO CATCH THESE HANDS
2015-02-22 04:58:07,@khj_hyunjoong I just can't sleep really anxious about the what key east got to say
2015-02-22 04:58:02,"I'm just trying to listen to the teen titans theme song,,"
2015-02-22 04:58:02,@abigaail_x0 gotta please the fans
2015-02-22 04:57:55,I love the 1975 So muchh
2015-02-22 04:57:54,It's the year of the goat or the sheep: you choose. Happy Chinese New Year! http://t.co/XAul12Q8bW
2015-02-22 04:57:46,I'm really upset that the Wreck it Ralph games are off the App Store I want to play them so badly😭
2015-02-22 04:57:37,"Drinking some super hot cocoa while watching @BlakeShelton on @nbcsnl 
#WishingBoot 
Not a bad way to end the night http://t.co/cYUUbmABul"
2015-02-22 04:57:33,@enablerleftie loord. Maybe there's some commentary at the end like NMB concert streams
2015-02-22 04:57:12,When babe dj's for me on the phone lol &gt;&gt;&gt; 🔊
2015-02-22 04:57:09,We took the biggest L 😂😂
2015-02-22 04:57:01,Dear @RCNconnects why isn't @GolfChannel working - trying to watch the ladies play in Australia!
2015-02-22 04:56:59,"@saragoldrickrab I should connect you w Autumn Green, the program director http://t.co/TS72WCta56"
2015-02-22 04:56:58,#TheTitleOfMySexTape the human centipede
2015-02-22 04:56:58,Lets do the twist #methodman #SayItAintSoJoe
2015-02-22 04:56:51,Fucking in the bathroom is now illegal in room 807
2015-02-22 04:56:42,"@Daesh_Clown_Bag @StripperClown @lmfigpfm @Ass__Clown__9 too harshly. you do need to hear the truth though,so if your dad doesn't have the"
2015-02-22 04:56:38,"Still got the coat, still got the girl.  #AllMine #NorthEastWeather #nyc @ Sek'end Sun http://t.co/M8vzszSeDt"
2015-02-22 04:56:35,"“@CauseWereSexuaI: Take your pick 😏 http://t.co/yKrtICgrDG”stylish, smart, faithful the others I can i teach her😈"
2015-02-22 04:56:24,Happy Birthday @lisasaguirian jewelofrussia #NewYork #fwpinsider @ The Back Room http://t.co/UojgbaTS67
2015-02-22 04:56:23,@Marg_Patel you okay? You seem to repeat the same jokes 😴
2015-02-22 04:56:20,Yo Twitter adding this video feature was the best thing they did right after that fav star animation shit
2015-02-22 04:56:15,Apparently I've been saying the word vanilla wrong all my life
2015-02-22 04:55:59,Lmao whoever made this is short and salty and I'll def pat you on the head like you're my pet http://t.co/rxeLpLXqi3
2015-02-22 04:55:58,The incredible Nayo Jones tearing it UP. @nayojonesmusic @kermitruffins #jazz #nolainnyc #nola #NYC @… http://t.co/u4CefpzXHL
2015-02-22 04:55:56,When your dealer leaves in all the stems http://t.co/bxeu4YRkWm
2015-02-22 04:55:45,@TheDeanAmbrose can become the intercontinental champion tomorrow #WWEFastLane 💪
2015-02-22 04:55:42,My bae is the best dancer in this world http://t.co/U9VLhAixiI
2015-02-22 04:55:38,Wreck It Ralph is honestly the cutest film ever😭✨💖✨😭
2015-02-22 04:55:34,My mom is the most important person to me 💖 http://t.co/NHOPnrzKJe
2015-02-22 04:55:32,Gonzaga is the worst top 5 team in college basketball ever
2015-02-22 04:55:19,Kinda surprised that @NHLonNBCSports didn't have #DocEmrick announce the game
2015-02-22 04:55:03,"@Suraj757 there are some subset of tickets that are excluded but if the team gave a $2K ticket away to Rihanna, players are owed $1K per CBA"
2015-02-22 04:54:58,I hate 80% of the people on this island/in this state that smoke weed
2015-02-22 04:54:55,@SHIT_CLOWN2 @Daesh_Clown_Bag @StripperClown @lmfigpfm @Ass__Clown__9 oh no it's MR CLOWN the BIGGEST SCUMBAG OF ALL!
2015-02-22 04:54:44,Driver roll up the partition please 💅
2015-02-22 04:54:43,"@MikeyD_OandBP I think the pants should be grey, and the bottom of the jersey should be grey and the top white, there's no break up of white"
2015-02-22 04:54:37,Ain't shit meant to stay the same.
2015-02-22 04:54:34,"@Robin_Gehling @AmyFreeze7 there adorable cats, teddy is too cute posing for the camera"
2015-02-22 04:54:31,@dandaycreative go check the killer heels exhibit at the brooklyn museum!
2015-02-22 04:54:30,Gone Girl shows me what is the true definition of a crazy girlfriend/wife but this can't possibly happen in real life...
2015-02-22 04:54:24,40 years and the best @nbcsnl can do with @blakeshelton are back to back country skits? #facepalm#wedeservebetterthanthis and its a #repeat
2015-02-22 04:54:15,"👽🌈
we rarely speak but when we take the time for each other, I leave happy to have spent time with you. Ilysm boo ❤"
2015-02-22 04:54:11,That was almost the end of my car..
2015-02-22 04:54:07,✌️out to the aqueduct
2015-02-22 04:54:05,I'm extremely blessed😇🙏 the more I remember that the closer I get to my goals. 2015 is gonna be my year n nothing's stopping me believe that
2015-02-22 04:53:46,I don't like that the PING sounds dull in the stadium lol
2015-02-22 04:53:42,"""You know that gif of the man carrying a pizza into a room on fire? That's me."""
2015-02-22 04:53:39,"The Aerosole store on Steinway smelled like weed. Seems counterintuitive, but good for you folks."
2015-02-22 04:53:36,"""But the truth is, I'm doing it because I enjoy it. I love fucking over Princeton guys..because I went to Rutgers"" Best. Movie. Quote. Ever."
2015-02-22 04:53:32,@cheeringuy100 the fact that anyone continued to tumble after her is a crime #shouldveclosedtheshow
2015-02-22 04:53:26,Had a wonderful time celebrating the #Birthday of @LisaShul at @JacobsPickles! #FriedChicken #FriedOreos #HappyTummy http://t.co/s2M69fz7Qr
2015-02-22 04:53:17,just hoping to meet the lady version of the danny devito half of the twins in the movie twins
2015-02-22 04:53:16,Thanks @Self_DestructXo for a safe ride there and great company to the show in jersey we sung our hearts out
2015-02-22 04:53:15,"White night Big city 🚖 @ Times Square, New York City -The Cross Road of The World. http://t.co/rvi7IpQxi8"
2015-02-22 04:53:06,5 years ago @CourtneyCummz took my lapdance virginity &amp; tonight she reminded me why hers are still the best ones I've ever received! 💞😘💸
2015-02-22 04:53:05,We dance the Harlem shaDe #boysnightout @ Harlem Public http://t.co/QUQTZfzfTB
2015-02-22 04:53:05,@BlckPowerBottom lol I do look young. So does my dad. All the martinez boys dont look their age.
2015-02-22 04:53:01,Nice reuniting and catching up with the old crew tonight. Too many memories. @ CD Island http://t.co/bqeaQKiyqX
2015-02-22 04:53:00,@raniasnk anything for the daughter of the 2nd
2015-02-22 04:52:58,"@sexforjaffacake there is a significant contingent of those as well, it's not the Brooklyn people talk about, though usually pleasant"
2015-02-22 04:52:51,@diandraocot come down to the basement nigga
2015-02-22 04:52:47,yo mom has been on my ass ever since I came home late the other night don't see her home before our cerfuew #twelve for now...
2015-02-22 04:52:40,"@Daesh_Clown_Bag @StripperClown @lmfigpfm @Ass__Clown__9 something more interesting to do than abuse u queers, like poking myself in the eye"
2015-02-22 04:52:39,"Nice way to end the week 

#stocks #investing #daytrading $aal $luv $jblu http://t.co/oOTeTFD5g2"
2015-02-22 04:52:35,@KelishaGraves that was the best music era Dr
2015-02-22 04:52:33,@lootcrate who do I talk to about the fact that my box was left outside where is was raining and snowing
2015-02-22 04:52:29,@Daniel_Brummitt @_M___G___W___V_ @MAGICAL_ZEUS @PHilososaurZine  Please follow me and retweet me and I will do the http://t.co/IUZsSNWcy5
2015-02-22 04:52:28,Taking out my bayside high school year book wasnt the smartest idea😔
2015-02-22 04:52:28,home is where u can take long showers and not worry about the fire alarm going off
2015-02-22 04:52:27,what're the odds?
2015-02-22 04:52:21,@brittrosino its the best when hes tslking on his housephone
2015-02-22 04:52:20,"EOD performing their AntiBullying theme at the Step It Up Semifinals 
#STEPITUPNYC

http://t.co/WRgoSsHdvT"
2015-02-22 04:52:13,I GOTTA STAY HIGH ALL THE TIME
2015-02-22 04:52:02,Like the best hugs ever
2015-02-22 04:52:00,That concert was everything @chrisbrown and @TreySongz the drive was worth it 😍😍😍😍
2015-02-22 04:51:56,"""Her booty is doin the Almighty Push Technique""

lmao fuckin weab i'm dying"
2015-02-22 04:51:52,BUT I NEVER MENTION ALL THE SHIT IM DABBLIN' IN
2015-02-22 04:51:48,Tell them the cows sent ya
2015-02-22 04:51:43,"@saragoldrickrab Housing security, food security, &amp; high quality childcare security are crucial parts of the bigger #success picture."
2015-02-22 04:51:35,Our school is the only school that makes fake pages on a daily smh like get a life
2015-02-22 04:51:35,The incomprable Ms. feliciatemple assaulting the stage at #MilkRiver with @We_The_Union! 🙌 Singing… http://t.co/EpLpJ1oX9X
2015-02-22 04:51:33,Lol the sky is mad orange. Shit looks like a nuke went off
2015-02-22 04:51:29,Bitches with little asses and decent tits are the most trustworthy
2015-02-22 04:51:28,The chick-fil-a commercials are my favorite
2015-02-22 04:51:24,@6somewith5H take care is the sappest ever?  Gimme other ones then lol
2015-02-22 04:51:23,The 24-hour menu for the prettiest skin of your LIFE: http://t.co/WWUZJa1QeC http://t.co/4vahumvkNi
2015-02-22 04:51:22,Not just the Pod Hotel but literally a pod..like peas in a pod..this room is as small as a pea pod and we r the peas http://t.co/ivoht8wV81
2015-02-22 04:51:21,@brittrosino i mean drakes walking up and down the block but thats just drake sooo
2015-02-22 04:51:10,watching #theincredibledrpol with mommy. veterinarians have the coolest job. kudos for saving beautiful animal lives. @natgeowild
2015-02-22 04:51:03,“@NYAAWW: LMAO RIGHT IN THE FACE😭 http://t.co/f8y9MObpMI” 😂
2015-02-22 04:50:59,“@MoeAlayan: Kids channels in the hood be like https://t.co/556vL1ukik”lmaoooo chill
2015-02-22 04:50:42,"@saragoldrickrab Exactly. We lose a lot if ""completion"" is the only metric. Talked to @EndicottCollege this week abt 'Keys to Degrees'."
2015-02-22 04:50:39,"The lineup @mayadutch Me imericamonique_ estephanie_cheeky chiina_pucca 
Come meet us at @marco_aon… http://t.co/2CDlIgSfL5"
2015-02-22 04:50:39,"""@tripjpg: I'm sorry but I just fucking died 💀💀💀💀 ""THE WEEKDAY"" 😂 http://t.co/NgUBa2XxWM""😭😭😭💀"
2015-02-22 04:50:38,@jupin the show is an outrage. I'm in
2015-02-22 04:50:30,@brittrosino i think its the rainn tbhh i dont see anyone shoveling
2015-02-22 04:50:26,I am the ocean
2015-02-22 04:50:24,hit it from the back call that a fender bender
2015-02-22 04:50:20,"#homesweethome (@ The Dee Flat v2.0 in New York, NY) https://t.co/nXocYuSzpe"
2015-02-22 04:50:17,At the #knicks game @wcknicks vs #maineredclaws #letsgoknicks westchester style @ Westchester County… http://t.co/DB2gV0djJJ
2015-02-22 04:50:15,the first night im sleeping home all week 😶
2015-02-22 04:50:13,Jessica is definitely the WIERD sibling and Im just the successful pothead 👀
2015-02-22 04:50:04,@sexforjaffacake this sounded like an abusive ex. Last time a guy sat on our car while me and my mom were in it and banged on the hood
2015-02-22 04:49:52,"@d20burlesque @MintamenaPie @ParksideNYC oh, we're very glad we did - it made the trip in worth it in weather like this!"
2015-02-22 04:49:42,“@TanGurlz: i need this in my life http://t.co/Ale3Rrtuxa” I can't wait literally counting the days
2015-02-22 04:49:42,“@ltstrae: Yeezy making Adidas look like Gucci http://t.co/aBFWZVBDVG” i don't get the hype. It looks like a bandaid
2015-02-22 04:49:38,@ShawnyyXO if you truly love me you would bring the book 😌
2015-02-22 04:49:37,#tonightsbill with kawaii_alie: @nytw79's The Events featuring the Ars Choralis choir. A piece that… http://t.co/E9EtlIFE88
2015-02-22 04:49:32,@PALaborIndustry Can somebory send me the num for the weeky claim
2015-02-22 04:49:20,"because I love my stephy more than basically anyone in the world, and I want to relive that night… http://t.co/mf3L5lCF7T"
2015-02-22 04:49:20,@brittrosino are you talking abt nick with the plow 😂😂😂 he came like 4 times
2015-02-22 04:49:17,Best fries in the city @ Cafe Colette http://t.co/9SC3nLymxX
2015-02-22 04:49:16,im NOT in the mood today. Everything is annoying me.
2015-02-22 04:49:15,"Which makes zero sense, but you go with that “@freegalt: @jessebcoleman And the #ClimateChange, #GlobalWarming crowd are paid off by #BigGov"
2015-02-22 04:49:07,I only remember the train ride there and the train ride home tbh
2015-02-22 04:49:06,Landing the G4 in the bx
2015-02-22 04:49:06,The birthday celebrations have started ❤️ #27 #NYC #bestbdayever @ Catch Rooftop http://t.co/mUs7JwYYuo
2015-02-22 04:48:54,Look at those sexy sophomores #wewill #wedid #maacchampions @ New Balance Track &amp; Field Center at The… http://t.co/KxJ9z9IBu3
2015-02-22 04:48:48,"LMFAO absolutely lost by these visuals space has up the screen, there playing a porno 😂😂😂"
2015-02-22 04:48:37,@kris_tiinaaa @jesspliz imagine Joey was in the back of this pic staring into the camera LOL
2015-02-22 04:48:36,Just on the phone with my crazy friend and laughing my ass off at his funny ass jokes!!!!
2015-02-22 04:48:36,"No words can explain the way im missing you , tonight this emptiness this hole I have inside these tears they tell their own story"
2015-02-22 04:48:32,Claud wants to get wolfgang drunk again like I never want to be that drunk again.. Tequila is out of the question
2015-02-22 04:48:31,So while on his journey to the land of trill  He meets 3 particular characters
2015-02-22 04:48:23,should of gone to the concert w/ my gf tn
2015-02-22 04:48:21,"""I miss you being a pain in the ass"" my boyfriend so sweet 💕"
2015-02-22 04:48:12,@chloeamberrxo I miss the Santiago family 😩😩
2015-02-22 04:48:10,"""we couldve had it alllllll, rolling in the deeeEeep""#naruto #sakura #ino #emosauce #art #sketch http://t.co/4EaPvdDMFi"
2015-02-22 04:48:06,"GLOW in the snow! @gloungeny

#gayvideo #gogoboy #nycnightlife #gaybar #gaynight #gayhot #gayhottie… http://t.co/sPXXDOeJz5"
2015-02-22 04:48:02,@Kay_Sanz If you can point me in the right direction I will love u forever
2015-02-22 04:47:58,On the town musical was awesome! #onthetown @ Times square (red stairs) http://t.co/4dP7zuxavW
2015-02-22 04:47:43,"Fine me, i got the $ anyways"
2015-02-22 04:47:39,My best friend is a total babe 💋 @ The New York Bronx http://t.co/XHyLnbS4ps
2015-02-22 04:47:38,They are just the cutest!!! #thesoulmates #bffs #Christinesbabyshower #babylogan @ Salsa Caterers &amp;… http://t.co/SyEpTa60k8
2015-02-22 04:47:38,And I can't blame anyone but myself for letting people do the things they do
2015-02-22 04:47:32,"Incredible! RT “@balajis: The Transhumanism subreddit (http://t.co/7QYlpIxBJr) delivers.
https://t.co/GSqagcTyJW”"
2015-02-22 04:47:28,@clairesound it's the worst! GRRRR.
2015-02-22 04:47:27,Big 💗 to this 👸 who tolerated traipsing around the city in -16 degree weather all week. |… http://t.co/ZtyNPtXzSs
2015-02-22 04:47:24,@KingzPromotion thank u for the following. Continued success!
2015-02-22 04:47:17,Happy i get to go thru the ups&amp;downs with a physco but amazing girl
2015-02-22 04:47:12,"Walking drunk alone in the city in the rain, not sure if really relaxing or sad 💃"
2015-02-22 04:47:11,On like my 8th snapple of the day #Letsgo
2015-02-22 04:47:06,"People's feelings have to get hurt in order to get what we want. Soon as we realize this, the easier life will be"
2015-02-22 04:46:58,Amber Alert the movie gives me anxiety
2015-02-22 04:46:58,The House Bunny🐰 http://t.co/uBHYvcQzEE
2015-02-22 04:46:57,"16 overs gone and haven't lost a wicket to the South African bowling. I think the Indian dressing room is happy. 
#IndvsSA 
#CWC15"
2015-02-22 04:46:50,@yankeeball2424 @weather4life no it's not if you look at the radar loop it was in central conn. But now it's in the sound
2015-02-22 04:46:37,Footprints all over the world !!🎤
2015-02-22 04:46:29,@Bethenny Spotted again: Bethenny hanging out in Soho.  Bethenny you should really go inside from the cold! #love http://t.co/UQ3HEIq9qm
2015-02-22 04:46:24,😘 lmaooooo nigga you funny af I haven't seen u in a minute bruh but u gay for the emoji
2015-02-22 04:46:22,The shit you have to say these days to win a GOP pres primary almost guarantees you will lose the General election @SIR__BOO @Taniel
2015-02-22 04:46:21,i love the smell of gain ! i never want to get out of my bed .
2015-02-22 04:46:17,The story doesn't match up tho
2015-02-22 04:46:16,“@GingerbreadSam_: @Papinabila who the fuck is Pete? 😂😂😂” LOL
2015-02-22 04:46:15,To the guy littering the calendar on the hockey live sc story mother nature is going to bite u in the butt ok gn :-)
2015-02-22 04:46:03,My hair deserves its own selfie at the moment 💁 http://t.co/2INmPfkLN8
2015-02-22 04:45:57,Cause I HAVE to go to the gym in the morning...that's a must.
2015-02-22 04:45:44,@Chr1st1ne_1202 Please follow me and retweet me and I will do the http://t.co/IUZsSNWcy5  @illuminatii7
2015-02-22 04:45:36,because did I really stay at a hotel if I didn't take a picture through the peephole @ Sheraton New… http://t.co/WMEAHnovcd
2015-02-22 04:45:36,"Snowy day @ the dog park. This is Angler, he and I hit the jackpot and found a glove to play tug-O-war… http://t.co/OxdRydmilv"
2015-02-22 04:45:33,Why do all my friends get to have all the fun and I'm just here ordering pizza and watching Netflix all the time😭😭😭
2015-02-22 04:45:31,It's the same amount of chipotles on a 10 block radius from ISchool as all of bk
2015-02-22 04:45:10,Show love. The world is already filled with enough hate.
2015-02-22 04:45:03,@SenRandPaul STOP BASHING GIULIANI! Seems OBAMA &amp; Democrats can say WHATEVER THEY WANT- But NO-O-O - pls don't knock THE CHRISTIAN DISSER!
2015-02-22 04:45:00,@The120thWhisper what? The tape is to hold the band in place
2015-02-22 04:44:48,@CatffishMTV Please follow me and retweet me and I will do the http://t.co/IUZsSNWcy5  @illuminatii7
2015-02-22 04:44:47,Soph year turnups I guess I felt like the man http://t.co/qUuQvk1INo
2015-02-22 04:44:39,Why are there no Five Guys near the Barcade? I'm hungry fuuuuck 🐋
2015-02-22 04:44:35,These niggas tonight just changed the game
